r (Ang), PDF (RMC), PDF (Expt)
   2.9199999999999999       ,    4.0574406140308938E-002  ,    1.4532973985626290E-002
   2.9399999999999999       ,   -3.2574608115867293E-002  ,    2.1482905612827456E-002
   2.9600000000000000       ,   -1.5279758342859551E-002  ,    1.3407782267095915E-002
   2.9800000000000000       ,   -5.3060530167615777E-002  ,   -1.2184751075694082E-002
   3.0000000000000000       ,   -6.8328515935765471E-002  ,   -5.3818481862497033E-002
   3.0200000000000000       ,   -8.3223075214994030E-002  ,  -0.10628500286025003     
   3.0400000000000000       ,   -4.5307601932882968E-002  ,  -0.16192463494657408     
   3.0600000000000001       ,  -0.15334564647115495       ,  -0.21258055751338753     
   3.0800000000000001       ,  -0.18708433878362571       ,  -0.25165626261209484     
   3.1000000000000001       ,  -0.26032440331751006       ,  -0.27568135602730159     
   3.1200000000000001       ,  -0.38150155651029993       ,  -0.28494419896854611     
   3.1400000000000001       ,  -0.33246806735285800       ,  -0.28303273834996695     
   3.1600000000000001       ,  -0.34292036259380010       ,  -0.27544977993474629     
   3.1800000000000002       ,  -0.29519028500762023       ,  -0.26773781333061647     
   3.2000000000000002       ,  -0.31038869313577899       ,  -0.26368236798609734     
   3.2200000000000002       ,  -0.28334411967453038       ,  -0.26412529646133315     
   3.2400000000000002       ,  -0.26620587231365339       ,  -0.26672608978219975     
   3.2600000000000002       ,  -0.23484292925016692       ,  -0.26672195513817726     
   3.2800000000000002       ,  -0.30058765112488300       ,  -0.25844348406457601     
   3.3000000000000003       ,  -0.26570038892715858       ,  -0.23712875490031743     
   3.3200000000000003       ,  -0.17393072950477811       ,  -0.20050430212433415     
   3.3399999999999999       ,  -0.13234006645127205       ,  -0.14968279973981835     
   3.3599999999999999       ,    5.4354497157501208E-003  ,   -8.9134481622088549E-002
   3.3799999999999999       ,   -9.7136118912897196E-003  ,   -2.5756926083593295E-002
   3.3999999999999999       ,    2.2378997759472052E-002  ,    3.2683716060768545E-002
   3.4199999999999999       ,   0.15747299030958478       ,    7.9307343080194770E-002
   3.4399999999999999       ,    7.8151204638285371E-002  ,   0.10960677465472114     
